topic_id,macro_topic,source,year,year_frequency,year_document_count,denominator_source_docs_in_macro_topic,relative_share_of_macro_topic_source_docs,annual_source_macro_document_count,annual_document_prevalence
academic_T1::academic_T1_PG01,T1,academic,2000,2,2,21946,9.113278046113187e-05,9,0.2222222222222222
academic_T1::academic_T1_PG01,T1,academic,2001,6,6,21946,0.0002733983413833956,23,0.2608695652173913
academic_T1::academic_T1_PG01,T1,academic,2002,6,6,21946,0.0002733983413833956,21,0.2857142857142857
academic_T1::academic_T1_PG01,T1,academic,2003,1,1,21946,4.5566390230565937e-05,18,0.05555555555555555
academic_T1::academic_T1_PG01,T1,academic,2004,5,5,21946,0.00022783195115282968,24,0.20833333333333334
academic_T1::academic_T1_PG01,T1,academic,2005,7,7,21946,0.00031896473161396156,38,0.18421052631578946
academic_T1::academic_T1_PG01,T1,academic,2006,6,6,21946,0.0002733983413833956,50,0.12
academic_T1::academic_T1_PG01,T1,academic,2007,8,8,21946,0.0003645311218445275,50,0.16
academic_T1::academic_T1_PG01,T1,academic,2008,20,20,21946,0.0009113278046113187,75,0.26666666666666666
academic_T1::academic_T1_PG01,T1,academic,2009,11,11,21946,0.0005012302925362252,73,0.1506849315068493
academic_T1::academic_T1_PG01,T1,academic,2010,26,26,21946,0.0011847261459947142,119,0.2184873949579832
academic_T1::academic_T1_PG01,T1,academic,2011,42,42,21946,0.0019137883896837692,136,0.3088235294117647
academic_T1::academic_T1_PG01,T1,academic,2012,34,34,21946,0.0015492572678392417,181,0.1878453038674033
academic_T1::academic_T1_PG01,T1,academic,2013,62,62,21946,0.0028251161942950877,215,0.28837209302325584
academic_T1::academic_T1_PG01,T1,academic,2014,59,59,21946,0.0026884170236033903,272,0.21691176470588236
academic_T1::academic_T1_PG01,T1,academic,2015,95,95,21946,0.004328807071903764,357,0.2661064425770308
academic_T1::academic_T1_PG01,T1,academic,2016,102,102,21946,0.004647771803517726,372,0.27419354838709675
academic_T1::academic_T1_PG01,T1,academic,2017,125,125,21946,0.005695798778820742,441,0.2834467120181406
academic_T1::academic_T1_PG01,T1,academic,2018,219,219,21946,0.00997903946049394,870,0.2517241379310345
academic_T1::academic_T1_PG01,T1,academic,2019,341,341,21946,0.015538139068622983,1308,0.2607033639143731
academic_T1::academic_T1_PG01,T1,academic,2020,394,394,21946,0.01795315775084298,1524,0.2585301837270341
academic_T1::academic_T1_PG01,T1,academic,2021,467,467,21946,0.02127950423767429,1700,0.2747058823529412
academic_T1::academic_T1_PG01,T1,academic,2022,650,650,21946,0.02961815364986786,2007,0.3238664673642252
academic_T1::academic_T1_PG01,T1,academic,2023,1105,1105,21946,0.05035086120477536,3278,0.33709579011592433
academic_T1::academic_T1_PG01,T1,academic,2024,1954,1954,21946,0.08903672651052584,6026,0.32426153335545965
academic_T1::academic_T1_PG01,T1,academic,2025,885,885,21946,0.04032625535405085,2759,0.3207683943457775
academic_T1::academic_T1_PG03,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG03,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG03,T1,academic,2002,1,1,21946,4.5566390230565937e-05,21,0.047619047619047616
academic_T1::academic_T1_PG03,T1,academic,2003,1,1,21946,4.5566390230565937e-05,18,0.05555555555555555
academic_T1::academic_T1_PG03,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG03,T1,academic,2005,0,0,21946,0.0,38,0.0
academic_T1::academic_T1_PG03,T1,academic,2006,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG03,T1,academic,2007,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG03,T1,academic,2008,4,4,21946,0.00018226556092226375,75,0.05333333333333334
academic_T1::academic_T1_PG03,T1,academic,2009,2,2,21946,9.113278046113187e-05,73,0.0273972602739726
academic_T1::academic_T1_PG03,T1,academic,2010,5,5,21946,0.00022783195115282968,119,0.04201680672268908
academic_T1::academic_T1_PG03,T1,academic,2011,2,2,21946,9.113278046113187e-05,136,0.014705882352941176
academic_T1::academic_T1_PG03,T1,academic,2012,5,5,21946,0.00022783195115282968,181,0.027624309392265192
academic_T1::academic_T1_PG03,T1,academic,2013,8,8,21946,0.0003645311218445275,215,0.037209302325581395
academic_T1::academic_T1_PG03,T1,academic,2014,11,11,21946,0.0005012302925362252,272,0.04044117647058824
academic_T1::academic_T1_PG03,T1,academic,2015,15,15,21946,0.000683495853458489,357,0.04201680672268908
academic_T1::academic_T1_PG03,T1,academic,2016,16,16,21946,0.000729062243689055,372,0.043010752688172046
academic_T1::academic_T1_PG03,T1,academic,2017,8,8,21946,0.0003645311218445275,441,0.018140589569160998
academic_T1::academic_T1_PG03,T1,academic,2018,54,54,21946,0.0024605850724505603,870,0.06206896551724138
academic_T1::academic_T1_PG03,T1,academic,2019,64,64,21946,0.00291624897475622,1308,0.04892966360856269
academic_T1::academic_T1_PG03,T1,academic,2020,102,102,21946,0.004647771803517726,1524,0.06692913385826772
academic_T1::academic_T1_PG03,T1,academic,2021,125,125,21946,0.005695798778820742,1700,0.07352941176470588
academic_T1::academic_T1_PG03,T1,academic,2022,142,142,21946,0.006470427412740363,2007,0.07075236671649228
academic_T1::academic_T1_PG03,T1,academic,2023,306,306,21946,0.013943315410553176,3278,0.09334960341671751
academic_T1::academic_T1_PG03,T1,academic,2024,601,601,21946,0.027385400528570126,6026,0.09973448390308662
academic_T1::academic_T1_PG03,T1,academic,2025,263,263,21946,0.011983960630638842,2759,0.0953243928959768
academic_T1::academic_T1_PG04,T1,academic,2000,3,3,21946,0.0001366991706916978,9,0.3333333333333333
academic_T1::academic_T1_PG04,T1,academic,2001,11,11,21946,0.0005012302925362252,23,0.4782608695652174
academic_T1::academic_T1_PG04,T1,academic,2002,6,6,21946,0.0002733983413833956,21,0.2857142857142857
academic_T1::academic_T1_PG04,T1,academic,2003,9,9,21946,0.00041009751207509343,18,0.5
academic_T1::academic_T1_PG04,T1,academic,2004,7,7,21946,0.00031896473161396156,24,0.2916666666666667
academic_T1::academic_T1_PG04,T1,academic,2005,13,13,21946,0.0005923630729973571,38,0.34210526315789475
academic_T1::academic_T1_PG04,T1,academic,2006,20,20,21946,0.0009113278046113187,50,0.4
academic_T1::academic_T1_PG04,T1,academic,2007,11,11,21946,0.0005012302925362252,50,0.22
academic_T1::academic_T1_PG04,T1,academic,2008,18,18,21946,0.0008201950241501869,75,0.24
academic_T1::academic_T1_PG04,T1,academic,2009,24,24,21946,0.0010935933655335825,73,0.3287671232876712
academic_T1::academic_T1_PG04,T1,academic,2010,37,37,21946,0.0016859564385309396,119,0.31092436974789917
academic_T1::academic_T1_PG04,T1,academic,2011,28,28,21946,0.0012758589264558462,136,0.20588235294117646
academic_T1::academic_T1_PG04,T1,academic,2012,48,48,21946,0.002187186731067165,181,0.26519337016574585
academic_T1::academic_T1_PG04,T1,academic,2013,43,43,21946,0.0019593547799143353,215,0.2
academic_T1::academic_T1_PG04,T1,academic,2014,72,72,21946,0.0032807800966007474,272,0.2647058823529412
academic_T1::academic_T1_PG04,T1,academic,2015,67,67,21946,0.003052948145447918,357,0.1876750700280112
academic_T1::academic_T1_PG04,T1,academic,2016,75,75,21946,0.0034174792672924453,372,0.20161290322580644
academic_T1::academic_T1_PG04,T1,academic,2017,73,73,21946,0.003326346486831313,441,0.1655328798185941
academic_T1::academic_T1_PG04,T1,academic,2018,180,180,21946,0.008201950241501868,870,0.20689655172413793
academic_T1::academic_T1_PG04,T1,academic,2019,229,229,21946,0.0104347033627996,1308,0.17507645259938837
academic_T1::academic_T1_PG04,T1,academic,2020,263,263,21946,0.011983960630638842,1524,0.1725721784776903
academic_T1::academic_T1_PG04,T1,academic,2021,276,276,21946,0.012576323703636198,1700,0.1623529411764706
academic_T1::academic_T1_PG04,T1,academic,2022,325,325,21946,0.01480907682493393,2007,0.1619332336821126
academic_T1::academic_T1_PG04,T1,academic,2023,467,467,21946,0.02127950423767429,3278,0.14246491763270286
academic_T1::academic_T1_PG04,T1,academic,2024,830,830,21946,0.03782010389136973,6026,0.13773647527381347
academic_T1::academic_T1_PG04,T1,academic,2025,390,390,21946,0.017770892189920715,2759,0.14135556361000362
academic_T1::academic_T1_PG05,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG05,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG05,T1,academic,2002,0,0,21946,0.0,21,0.0
academic_T1::academic_T1_PG05,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG05,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG05,T1,academic,2005,1,1,21946,4.5566390230565937e-05,38,0.02631578947368421
academic_T1::academic_T1_PG05,T1,academic,2006,2,2,21946,9.113278046113187e-05,50,0.04
academic_T1::academic_T1_PG05,T1,academic,2007,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG05,T1,academic,2008,0,0,21946,0.0,75,0.0
academic_T1::academic_T1_PG05,T1,academic,2009,1,1,21946,4.5566390230565937e-05,73,0.0136986301369863
academic_T1::academic_T1_PG05,T1,academic,2010,1,1,21946,4.5566390230565937e-05,119,0.008403361344537815
academic_T1::academic_T1_PG05,T1,academic,2011,3,3,21946,0.0001366991706916978,136,0.022058823529411766
academic_T1::academic_T1_PG05,T1,academic,2012,5,5,21946,0.00022783195115282968,181,0.027624309392265192
academic_T1::academic_T1_PG05,T1,academic,2013,6,6,21946,0.0002733983413833956,215,0.027906976744186046
academic_T1::academic_T1_PG05,T1,academic,2014,9,9,21946,0.00041009751207509343,272,0.03308823529411765
academic_T1::academic_T1_PG05,T1,academic,2015,11,11,21946,0.0005012302925362252,357,0.03081232492997199
academic_T1::academic_T1_PG05,T1,academic,2016,13,13,21946,0.0005923630729973571,372,0.03494623655913978
academic_T1::academic_T1_PG05,T1,academic,2017,17,17,21946,0.0007746286339196209,441,0.03854875283446712
academic_T1::academic_T1_PG05,T1,academic,2018,41,41,21946,0.0018682219994532033,870,0.047126436781609195
academic_T1::academic_T1_PG05,T1,academic,2019,69,69,21946,0.0031440809259090496,1308,0.052752293577981654
academic_T1::academic_T1_PG05,T1,academic,2020,95,95,21946,0.004328807071903764,1524,0.062335958005249346
academic_T1::academic_T1_PG05,T1,academic,2021,86,86,21946,0.003918709559828671,1700,0.05058823529411765
academic_T1::academic_T1_PG05,T1,academic,2022,88,88,21946,0.004009842340289802,2007,0.04384653712007972
academic_T1::academic_T1_PG05,T1,academic,2023,141,141,21946,0.006424861022509797,3278,0.04301403294691885
academic_T1::academic_T1_PG05,T1,academic,2024,266,266,21946,0.012120659801330539,6026,0.04414205111184866
academic_T1::academic_T1_PG05,T1,academic,2025,98,98,21946,0.004465506242595461,2759,0.03552011598405219
academic_T1::academic_T1_PG06,T1,academic,2000,1,1,21946,4.5566390230565937e-05,9,0.1111111111111111
academic_T1::academic_T1_PG06,T1,academic,2001,2,2,21946,9.113278046113187e-05,23,0.08695652173913043
academic_T1::academic_T1_PG06,T1,academic,2002,2,2,21946,9.113278046113187e-05,21,0.09523809523809523
academic_T1::academic_T1_PG06,T1,academic,2003,1,1,21946,4.5566390230565937e-05,18,0.05555555555555555
academic_T1::academic_T1_PG06,T1,academic,2004,1,1,21946,4.5566390230565937e-05,24,0.041666666666666664
academic_T1::academic_T1_PG06,T1,academic,2005,2,2,21946,9.113278046113187e-05,38,0.05263157894736842
academic_T1::academic_T1_PG06,T1,academic,2006,4,4,21946,0.00018226556092226375,50,0.08
academic_T1::academic_T1_PG06,T1,academic,2007,4,4,21946,0.00018226556092226375,50,0.08
academic_T1::academic_T1_PG06,T1,academic,2008,4,4,21946,0.00018226556092226375,75,0.05333333333333334
academic_T1::academic_T1_PG06,T1,academic,2009,3,3,21946,0.0001366991706916978,73,0.0410958904109589
academic_T1::academic_T1_PG06,T1,academic,2010,6,6,21946,0.0002733983413833956,119,0.05042016806722689
academic_T1::academic_T1_PG06,T1,academic,2011,10,10,21946,0.00045566390230565937,136,0.07352941176470588
academic_T1::academic_T1_PG06,T1,academic,2012,15,15,21946,0.000683495853458489,181,0.08287292817679558
academic_T1::academic_T1_PG06,T1,academic,2013,10,10,21946,0.00045566390230565937,215,0.046511627906976744
academic_T1::academic_T1_PG06,T1,academic,2014,10,10,21946,0.00045566390230565937,272,0.03676470588235294
academic_T1::academic_T1_PG06,T1,academic,2015,13,13,21946,0.0005923630729973571,357,0.036414565826330535
academic_T1::academic_T1_PG06,T1,academic,2016,9,9,21946,0.00041009751207509343,372,0.024193548387096774
academic_T1::academic_T1_PG06,T1,academic,2017,18,18,21946,0.0008201950241501869,441,0.04081632653061224
academic_T1::academic_T1_PG06,T1,academic,2018,39,39,21946,0.0017770892189920714,870,0.04482758620689655
academic_T1::academic_T1_PG06,T1,academic,2019,58,58,21946,0.002642850633372824,1308,0.04434250764525994
academic_T1::academic_T1_PG06,T1,academic,2020,69,69,21946,0.0031440809259090496,1524,0.045275590551181105
academic_T1::academic_T1_PG06,T1,academic,2021,65,65,21946,0.0029618153649867856,1700,0.03823529411764706
academic_T1::academic_T1_PG06,T1,academic,2022,57,57,21946,0.002597284243142258,2007,0.028400597907324365
academic_T1::academic_T1_PG06,T1,academic,2023,108,108,21946,0.0049211701449011205,3278,0.03294691885295912
academic_T1::academic_T1_PG06,T1,academic,2024,188,188,21946,0.008566481363346395,6026,0.031198141387321607
academic_T1::academic_T1_PG06,T1,academic,2025,86,86,21946,0.003918709559828671,2759,0.03117071402682131
academic_T1::academic_T1_PG07,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG07,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG07,T1,academic,2002,0,0,21946,0.0,21,0.0
academic_T1::academic_T1_PG07,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG07,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG07,T1,academic,2005,0,0,21946,0.0,38,0.0
academic_T1::academic_T1_PG07,T1,academic,2006,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG07,T1,academic,2007,1,1,21946,4.5566390230565937e-05,50,0.02
academic_T1::academic_T1_PG07,T1,academic,2008,0,0,21946,0.0,75,0.0
academic_T1::academic_T1_PG07,T1,academic,2009,1,1,21946,4.5566390230565937e-05,73,0.0136986301369863
academic_T1::academic_T1_PG07,T1,academic,2010,2,2,21946,9.113278046113187e-05,119,0.01680672268907563
academic_T1::academic_T1_PG07,T1,academic,2011,2,2,21946,9.113278046113187e-05,136,0.014705882352941176
academic_T1::academic_T1_PG07,T1,academic,2012,6,6,21946,0.0002733983413833956,181,0.03314917127071823
academic_T1::academic_T1_PG07,T1,academic,2013,7,7,21946,0.00031896473161396156,215,0.03255813953488372
academic_T1::academic_T1_PG07,T1,academic,2014,7,7,21946,0.00031896473161396156,272,0.025735294117647058
academic_T1::academic_T1_PG07,T1,academic,2015,22,22,21946,0.0010024605850724505,357,0.06162464985994398
academic_T1::academic_T1_PG07,T1,academic,2016,18,18,21946,0.0008201950241501869,372,0.04838709677419355
academic_T1::academic_T1_PG07,T1,academic,2017,18,18,21946,0.0008201950241501869,441,0.04081632653061224
academic_T1::academic_T1_PG07,T1,academic,2018,26,26,21946,0.0011847261459947142,870,0.029885057471264367
academic_T1::academic_T1_PG07,T1,academic,2019,51,51,21946,0.002323885901758863,1308,0.0389908256880734
academic_T1::academic_T1_PG07,T1,academic,2020,45,45,21946,0.002050487560375467,1524,0.02952755905511811
academic_T1::academic_T1_PG07,T1,academic,2021,61,61,21946,0.002779549804064522,1700,0.03588235294117647
academic_T1::academic_T1_PG07,T1,academic,2022,55,55,21946,0.0025061514626811263,2007,0.027404085700049825
academic_T1::academic_T1_PG07,T1,academic,2023,91,91,21946,0.0041465415109815,3278,0.027760829774252593
academic_T1::academic_T1_PG07,T1,academic,2024,164,164,21946,0.007472887997812813,6026,0.027215399933620977
academic_T1::academic_T1_PG07,T1,academic,2025,94,94,21946,0.004283240681673198,2759,0.0340703153316419
academic_T1::academic_T1_PG08,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG08,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG08,T1,academic,2002,0,0,21946,0.0,21,0.0
academic_T1::academic_T1_PG08,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG08,T1,academic,2004,1,1,21946,4.5566390230565937e-05,24,0.041666666666666664
academic_T1::academic_T1_PG08,T1,academic,2005,1,1,21946,4.5566390230565937e-05,38,0.02631578947368421
academic_T1::academic_T1_PG08,T1,academic,2006,3,3,21946,0.0001366991706916978,50,0.06
academic_T1::academic_T1_PG08,T1,academic,2007,4,4,21946,0.00018226556092226375,50,0.08
academic_T1::academic_T1_PG08,T1,academic,2008,4,4,21946,0.00018226556092226375,75,0.05333333333333334
academic_T1::academic_T1_PG08,T1,academic,2009,1,1,21946,4.5566390230565937e-05,73,0.0136986301369863
academic_T1::academic_T1_PG08,T1,academic,2010,4,4,21946,0.00018226556092226375,119,0.03361344537815126
academic_T1::academic_T1_PG08,T1,academic,2011,6,6,21946,0.0002733983413833956,136,0.04411764705882353
academic_T1::academic_T1_PG08,T1,academic,2012,6,6,21946,0.0002733983413833956,181,0.03314917127071823
academic_T1::academic_T1_PG08,T1,academic,2013,12,12,21946,0.0005467966827667912,215,0.05581395348837209
academic_T1::academic_T1_PG08,T1,academic,2014,10,10,21946,0.00045566390230565937,272,0.03676470588235294
academic_T1::academic_T1_PG08,T1,academic,2015,18,18,21946,0.0008201950241501869,357,0.05042016806722689
academic_T1::academic_T1_PG08,T1,academic,2016,10,10,21946,0.00045566390230565937,372,0.026881720430107527
academic_T1::academic_T1_PG08,T1,academic,2017,15,15,21946,0.000683495853458489,441,0.034013605442176874
academic_T1::academic_T1_PG08,T1,academic,2018,27,27,21946,0.0012302925362252801,870,0.03103448275862069
academic_T1::academic_T1_PG08,T1,academic,2019,40,40,21946,0.0018226556092226375,1308,0.03058103975535168
academic_T1::academic_T1_PG08,T1,academic,2020,26,26,21946,0.0011847261459947142,1524,0.01706036745406824
academic_T1::academic_T1_PG08,T1,academic,2021,40,40,21946,0.0018226556092226375,1700,0.023529411764705882
academic_T1::academic_T1_PG08,T1,academic,2022,28,28,21946,0.0012758589264558462,2007,0.013951170901843548
academic_T1::academic_T1_PG08,T1,academic,2023,41,41,21946,0.0018682219994532033,3278,0.012507626601586334
academic_T1::academic_T1_PG08,T1,academic,2024,117,117,21946,0.0053312676569762145,6026,0.019415864586790576
academic_T1::academic_T1_PG08,T1,academic,2025,51,51,21946,0.002323885901758863,2759,0.018484958318231243
academic_T1::academic_T1_PG09,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG09,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG09,T1,academic,2002,0,0,21946,0.0,21,0.0
academic_T1::academic_T1_PG09,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG09,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG09,T1,academic,2005,0,0,21946,0.0,38,0.0
academic_T1::academic_T1_PG09,T1,academic,2006,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG09,T1,academic,2007,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG09,T1,academic,2008,0,0,21946,0.0,75,0.0
academic_T1::academic_T1_PG09,T1,academic,2009,2,2,21946,9.113278046113187e-05,73,0.0273972602739726
academic_T1::academic_T1_PG09,T1,academic,2010,1,1,21946,4.5566390230565937e-05,119,0.008403361344537815
academic_T1::academic_T1_PG09,T1,academic,2011,0,0,21946,0.0,136,0.0
academic_T1::academic_T1_PG09,T1,academic,2012,1,1,21946,4.5566390230565937e-05,181,0.0055248618784530384
academic_T1::academic_T1_PG09,T1,academic,2013,0,0,21946,0.0,215,0.0
academic_T1::academic_T1_PG09,T1,academic,2014,1,1,21946,4.5566390230565937e-05,272,0.003676470588235294
academic_T1::academic_T1_PG09,T1,academic,2015,3,3,21946,0.0001366991706916978,357,0.008403361344537815
academic_T1::academic_T1_PG09,T1,academic,2016,1,1,21946,4.5566390230565937e-05,372,0.002688172043010753
academic_T1::academic_T1_PG09,T1,academic,2017,4,4,21946,0.00018226556092226375,441,0.009070294784580499
academic_T1::academic_T1_PG09,T1,academic,2018,2,2,21946,9.113278046113187e-05,870,0.0022988505747126436
academic_T1::academic_T1_PG09,T1,academic,2019,16,16,21946,0.000729062243689055,1308,0.012232415902140673
academic_T1::academic_T1_PG09,T1,academic,2020,13,13,21946,0.0005923630729973571,1524,0.00853018372703412
academic_T1::academic_T1_PG09,T1,academic,2021,24,24,21946,0.0010935933655335825,1700,0.01411764705882353
academic_T1::academic_T1_PG09,T1,academic,2022,26,26,21946,0.0011847261459947142,2007,0.012954658694569009
academic_T1::academic_T1_PG09,T1,academic,2023,40,40,21946,0.0018226556092226375,3278,0.012202562538133009
academic_T1::academic_T1_PG09,T1,academic,2024,107,107,21946,0.004875603754670555,6026,0.017756388981081977
academic_T1::academic_T1_PG09,T1,academic,2025,63,63,21946,0.002870682584525654,2759,0.022834360275462123
academic_T1::academic_T1_PG10,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG10,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG10,T1,academic,2002,2,2,21946,9.113278046113187e-05,21,0.09523809523809523
academic_T1::academic_T1_PG10,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG10,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG10,T1,academic,2005,2,2,21946,9.113278046113187e-05,38,0.05263157894736842
academic_T1::academic_T1_PG10,T1,academic,2006,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG10,T1,academic,2007,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG10,T1,academic,2008,0,0,21946,0.0,75,0.0
academic_T1::academic_T1_PG10,T1,academic,2009,0,0,21946,0.0,73,0.0
academic_T1::academic_T1_PG10,T1,academic,2010,0,0,21946,0.0,119,0.0
academic_T1::academic_T1_PG10,T1,academic,2011,3,3,21946,0.0001366991706916978,136,0.022058823529411766
academic_T1::academic_T1_PG10,T1,academic,2012,0,0,21946,0.0,181,0.0
academic_T1::academic_T1_PG10,T1,academic,2013,0,0,21946,0.0,215,0.0
academic_T1::academic_T1_PG10,T1,academic,2014,1,1,21946,4.5566390230565937e-05,272,0.003676470588235294
academic_T1::academic_T1_PG10,T1,academic,2015,6,6,21946,0.0002733983413833956,357,0.01680672268907563
academic_T1::academic_T1_PG10,T1,academic,2016,3,3,21946,0.0001366991706916978,372,0.008064516129032258
academic_T1::academic_T1_PG10,T1,academic,2017,5,5,21946,0.00022783195115282968,441,0.011337868480725623
academic_T1::academic_T1_PG10,T1,academic,2018,9,9,21946,0.00041009751207509343,870,0.010344827586206896
academic_T1::academic_T1_PG10,T1,academic,2019,17,17,21946,0.0007746286339196209,1308,0.012996941896024464
academic_T1::academic_T1_PG10,T1,academic,2020,13,13,21946,0.0005923630729973571,1524,0.00853018372703412
academic_T1::academic_T1_PG10,T1,academic,2021,20,20,21946,0.0009113278046113187,1700,0.011764705882352941
academic_T1::academic_T1_PG10,T1,academic,2022,16,16,21946,0.000729062243689055,2007,0.007972097658196313
academic_T1::academic_T1_PG10,T1,academic,2023,34,34,21946,0.0015492572678392417,3278,0.010372178157413058
academic_T1::academic_T1_PG10,T1,academic,2024,49,49,21946,0.0022327531212977306,6026,0.008131430467972121
academic_T1::academic_T1_PG10,T1,academic,2025,17,17,21946,0.0007746286339196209,2759,0.0061616527727437476
academic_T1::academic_T1_PG11,T1,academic,2000,0,0,21946,0.0,9,0.0
academic_T1::academic_T1_PG11,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_PG11,T1,academic,2002,0,0,21946,0.0,21,0.0
academic_T1::academic_T1_PG11,T1,academic,2003,0,0,21946,0.0,18,0.0
academic_T1::academic_T1_PG11,T1,academic,2004,0,0,21946,0.0,24,0.0
academic_T1::academic_T1_PG11,T1,academic,2005,0,0,21946,0.0,38,0.0
academic_T1::academic_T1_PG11,T1,academic,2006,0,0,21946,0.0,50,0.0
academic_T1::academic_T1_PG11,T1,academic,2007,1,1,21946,4.5566390230565937e-05,50,0.02
academic_T1::academic_T1_PG11,T1,academic,2008,0,0,21946,0.0,75,0.0
academic_T1::academic_T1_PG11,T1,academic,2009,0,0,21946,0.0,73,0.0
academic_T1::academic_T1_PG11,T1,academic,2010,0,0,21946,0.0,119,0.0
academic_T1::academic_T1_PG11,T1,academic,2011,1,1,21946,4.5566390230565937e-05,136,0.007352941176470588
academic_T1::academic_T1_PG11,T1,academic,2012,1,1,21946,4.5566390230565937e-05,181,0.0055248618784530384
academic_T1::academic_T1_PG11,T1,academic,2013,1,1,21946,4.5566390230565937e-05,215,0.004651162790697674
academic_T1::academic_T1_PG11,T1,academic,2014,2,2,21946,9.113278046113187e-05,272,0.007352941176470588
academic_T1::academic_T1_PG11,T1,academic,2015,3,3,21946,0.0001366991706916978,357,0.008403361344537815
academic_T1::academic_T1_PG11,T1,academic,2016,3,3,21946,0.0001366991706916978,372,0.008064516129032258
academic_T1::academic_T1_PG11,T1,academic,2017,3,3,21946,0.0001366991706916978,441,0.006802721088435374
academic_T1::academic_T1_PG11,T1,academic,2018,12,12,21946,0.0005467966827667912,870,0.013793103448275862
academic_T1::academic_T1_PG11,T1,academic,2019,21,21,21946,0.0009568941948418846,1308,0.016055045871559634
academic_T1::academic_T1_PG11,T1,academic,2020,15,15,21946,0.000683495853458489,1524,0.00984251968503937
academic_T1::academic_T1_PG11,T1,academic,2021,23,23,21946,0.0010480269753030166,1700,0.013529411764705882
academic_T1::academic_T1_PG11,T1,academic,2022,23,23,21946,0.0010480269753030166,2007,0.0114598903836572
academic_T1::academic_T1_PG11,T1,academic,2023,27,27,21946,0.0012302925362252801,3278,0.00823672971323978
academic_T1::academic_T1_PG11,T1,academic,2024,60,60,21946,0.002733983413833956,6026,0.009956853634251576
academic_T1::academic_T1_PG11,T1,academic,2025,21,21,21946,0.0009568941948418846,2759,0.007611453425154041
academic_T1::academic_T1_S004,T1,academic,2000,1,1,21946,4.5566390230565937e-05,9,0.1111111111111111
academic_T1::academic_T1_S004,T1,academic,2001,0,0,21946,0.0,23,0.0
academic_T1::academic_T1_S004,T1,academic,2002,1,1,21946,4.5566390230565937e-05,21,0.047619047619047616
academic_T1::academic_T1_S004,T1,academic,2003,1,1,21946,4.5566390230565937e-05,18,0.05555555555555555
academic_T1::academic_T1_S004,T1,academic,2004,2,2,21946,9.113278046113187e-05,24,0.08333333333333333
academic_T1::academic_T1_S004,T1,academic,2005,4,4,21946,0.00018226556092226375,38,0.10526315789473684
academic_T1::academic_T1_S004,T1,academic,2006,5,5,21946,0.00022783195115282968,50,0.1
academic_T1::academic_T1_S004,T1,academic,2007,4,4,21946,0.00018226556092226375,50,0.08
academic_T1::academic_T1_S004,T1,academic,2008,4,4,21946,0.00018226556092226375,75,0.05333333333333334
academic_T1::academic_T1_S004,T1,academic,2009,9,9,21946,0.00041009751207509343,73,0.1232876712328767
academic_T1::academic_T1_S004,T1,academic,2010,7,7,21946,0.00031896473161396156,119,0.058823529411764705
academic_T1::academic_T1_S004,T1,academic,2011,13,13,21946,0.0005923630729973571,136,0.09558823529411764
academic_T1::academic_T1_S004,T1,academic,2012,23,23,21946,0.0010480269753030166,181,0.1270718232044199
academic_T1::academic_T1_S004,T1,academic,2013,18,18,21946,0.0008201950241501869,215,0.08372093023255814
